Fighter Name,Fighter A,Fighter B,Result,Fight_ID,Fighter_Link
Thiago Santos,Thiago Santos,Aleksandar Rakic,0,3,http://www.ufcstats.com/fighter-details/dea070ed4a2a8281
Thiago Santos,Thiago Santos,Johnny Walker,1,4,http://www.ufcstats.com/fighter-details/dea070ed4a2a8281
Thiago Santos,Thiago Santos,Magomed Ankalaev,0,5,http://www.ufcstats.com/fighter-details/dea070ed4a2a8281
Thiago Santos,Thiago Santos,Jamahal Hill,0,6,http://www.ufcstats.com/fighter-details/dea070ed4a2a8281
Stipe Miocic,Stipe Miocic,Francis Ngannou,1,1,http://www.ufcstats.com/fighter-details/d28dee5c705991df
Stipe Miocic,Stipe Miocic,Daniel Cormier,0,2,http://www.ufcstats.com/fighter-details/d28dee5c705991df
Stipe Miocic,Stipe Miocic,Daniel Cormier,1,3,http://www.ufcstats.com/fighter-details/d28dee5c705991df
Stipe Miocic,Stipe Miocic,Daniel Cormier,1,4,http://www.ufcstats.com/fighter-details/d28dee5c705991df
Stipe Miocic,Stipe Miocic,Francis Ngannou,0,5,http://www.ufcstats.com/fighter-details/d28dee5c705991df
Stipe Miocic,Stipe Miocic,Jon Jones,0,6,http://www.ufcstats.com/fighter-details/d28dee5c705991df
Ciryl Gane,Ciryl Gane,Derrick Lewis,1,1,http://www.ufcstats.com/fighter-details/787bb1f087ccff8a
Ciryl Gane,Ciryl Gane,Francis Ngannou,0,2,http://www.ufcstats.com/fighter-details/787bb1f087ccff8a
Ciryl Gane,Ciryl Gane,Tai Tuivasa,1,3,http://www.ufcstats.com/fighter-details/787bb1f087ccff8a
Ciryl Gane,Ciryl Gane,Jon Jones,0,4,http://www.ufcstats.com/fighter-details/787bb1f087ccff8a
Ciryl Gane,Ciryl Gane,Serghei Spivac,1,5,http://www.ufcstats.com/fighter-details/787bb1f087ccff8a
Ciryl Gane,Ciryl Gane,Alexander Volkov,1,6,http://www.ufcstats.com/fighter-details/787bb1f087ccff8a
Alexander Gustafsson,Alexander Gustafsson,Jan Blachowicz,1,1,http://www.ufcstats.com/fighter-details/3c6976f8182d9527
Alexander Gustafsson,Alexander Gustafsson,Glover Teixeira,1,2,http://www.ufcstats.com/fighter-details/3c6976f8182d9527
Alexander Gustafsson,Alexander Gustafsson,Jon Jones,0,3,http://www.ufcstats.com/fighter-details/3c6976f8182d9527
Alexander Gustafsson,Alexander Gustafsson,Anthony Smith,0,4,http://www.ufcstats.com/fighter-details/3c6976f8182d9527
Alexander Gustafsson,Alexander Gustafsson,Fabricio Werdum,0,5,http://www.ufcstats.com/fighter-details/3c6976f8182d9527
Alexander Gustafsson,Alexander Gustafsson,Nikita Krylov,0,6,http://www.ufcstats.com/fighter-details/3c6976f8182d9527
Christos Giagos,Christos Giagos,Sean Soriano,1,1,http://www.ufcstats.com/fighter-details/de45aaae23dfa392
Christos Giagos,Christos Giagos,Arman Tsarukyan,0,2,http://www.ufcstats.com/fighter-details/de45aaae23dfa392
Christos Giagos,Christos Giagos,Thiago Moises,0,3,http://www.ufcstats.com/fighter-details/de45aaae23dfa392
Christos Giagos,Christos Giagos,Ricky Glenn,1,4,http://www.ufcstats.com/fighter-details/de45aaae23dfa392
Christos Giagos,Christos Giagos,Daniel Zellhuber,0,5,http://www.ufcstats.com/fighter-details/de45aaae23dfa392
Christos Giagos,Christos Giagos,Ignacio Bahamondes,0,6,http://www.ufcstats.com/fighter-details/de45aaae23dfa392
Lando Vannata,Lando Vannata,Marc Diakiese,0,1,http://www.ufcstats.com/fighter-details/f9b200db02b488d9
Lando Vannata,Lando Vannata,Yancy Medeiros,1,2,http://www.ufcstats.com/fighter-details/f9b200db02b488d9
Lando Vannata,Lando Vannata,King Green,0,3,http://www.ufcstats.com/fighter-details/f9b200db02b488d9
Lando Vannata,Lando Vannata,Mike Grundy,1,4,http://www.ufcstats.com/fighter-details/f9b200db02b488d9
Lando Vannata,Lando Vannata,Charles Jourdain,0,5,http://www.ufcstats.com/fighter-details/f9b200db02b488d9
Lando Vannata,Lando Vannata,Daniel Zellhuber,0,6,http://www.ufcstats.com/fighter-details/f9b200db02b488d9
Kamuela Kirk,Kamuela Kirk,Billy Quarantillo,0,1,http://www.ufcstats.com/fighter-details/c7d7fda69ec410d3
Kamuela Kirk,Kamuela Kirk,Makwan Amirkhani,1,2,http://www.ufcstats.com/fighter-details/c7d7fda69ec410d3
Kamuela Kirk,Kamuela Kirk,Damon Jackson,0,3,http://www.ufcstats.com/fighter-details/c7d7fda69ec410d3
Kamuela Kirk,Kamuela Kirk,Esteban Ribovics,0,4,http://www.ufcstats.com/fighter-details/c7d7fda69ec410d3
Loik Radzhabov,Loik Radzhabov,Esteban Ribovics,1,1,http://www.ufcstats.com/fighter-details/8c169fbe1ac33637
Loik Radzhabov,Loik Radzhabov,Mateusz Rebecki,0,2,http://www.ufcstats.com/fighter-details/8c169fbe1ac33637
Loik Radzhabov,Loik Radzhabov,Abdul-Kareem Al-Selwady,1,3,http://www.ufcstats.com/fighter-details/8c169fbe1ac33637
Loik Radzhabov,Loik Radzhabov,Trey Ogden,0,4,http://www.ufcstats.com/fighter-details/8c169fbe1ac33637
Thomas Paull,Thomas Paull,Esteban Ribovics,0,1,http://www.ufcstats.com/fighter-details/dda67d7d3df6b406
Matt Frevola,Matt Frevola,Terrance McKinney,0,1,http://www.ufcstats.com/fighter-details/dccb63727f2f5f74
Matt Frevola,Matt Frevola,Genaro Valdez,1,2,http://www.ufcstats.com/fighter-details/dccb63727f2f5f74
Matt Frevola,Matt Frevola,Ottman Azaitar,1,3,http://www.ufcstats.com/fighter-details/dccb63727f2f5f74
Matt Frevola,Matt Frevola,Drew Dober,1,4,http://www.ufcstats.com/fighter-details/dccb63727f2f5f74
Matt Frevola,Matt Frevola,Benoit Saint Denis,0,5,http://www.ufcstats.com/fighter-details/dccb63727f2f5f74
Matt Frevola,Matt Frevola,Fares Ziam,0,6,http://www.ufcstats.com/fighter-details/dccb63727f2f5f74
Jamie Mullarkey,Jamie Mullarkey,Michael Johnson,1,1,http://www.ufcstats.com/fighter-details/af9f42e6894047fc
Jamie Mullarkey,Jamie Mullarkey,Francisco Prado,1,2,http://www.ufcstats.com/fighter-details/af9f42e6894047fc
Jamie Mullarkey,Jamie Mullarkey,Muhammad Naimov,0,3,http://www.ufcstats.com/fighter-details/af9f42e6894047fc
Jamie Mullarkey,Jamie Mullarkey,John Makdessi,1,4,http://www.ufcstats.com/fighter-details/af9f42e6894047fc
Jamie Mullarkey,Jamie Mullarkey,Nasrat Haqparast,0,5,http://www.ufcstats.com/fighter-details/af9f42e6894047fc
Jamie Mullarkey,Jamie Mullarkey,Mauricio Ruffy,0,6,http://www.ufcstats.com/fighter-details/af9f42e6894047fc
Charles Jourdain,Charles Jourdain,Nathaniel Wood,0,1,http://www.ufcstats.com/fighter-details/f1d64ae34e088832
Charles Jourdain,Charles Jourdain,Kron Gracie,1,2,http://www.ufcstats.com/fighter-details/f1d64ae34e088832
Charles Jourdain,Charles Jourdain,Ricardo Ramos,1,3,http://www.ufcstats.com/fighter-details/f1d64ae34e088832
Charles Jourdain,Charles Jourdain,Sean Woodson,0,4,http://www.ufcstats.com/fighter-details/f1d64ae34e088832
Charles Jourdain,Charles Jourdain,Jean Silva,0,5,http://www.ufcstats.com/fighter-details/f1d64ae34e088832
Charles Jourdain,Charles Jourdain,Victor Henry,1,6,http://www.ufcstats.com/fighter-details/f1d64ae34e088832
Demetrious Johnson,Demetrious Johnson,John Dodson,1,1,http://www.ufcstats.com/fighter-details/8a304bfd6bf04a57
Demetrious Johnson,Demetrious Johnson,Henry Cejudo,1,2,http://www.ufcstats.com/fighter-details/8a304bfd6bf04a57
Demetrious Johnson,Demetrious Johnson,Tim Elliott,1,3,http://www.ufcstats.com/fighter-details/8a304bfd6bf04a57
Demetrious Johnson,Demetrious Johnson,Wilson Reis,1,4,http://www.ufcstats.com/fighter-details/8a304bfd6bf04a57
Demetrious Johnson,Demetrious Johnson,Ray Borg,1,5,http://www.ufcstats.com/fighter-details/8a304bfd6bf04a57
Demetrious Johnson,Demetrious Johnson,Henry Cejudo,0,6,http://www.ufcstats.com/fighter-details/8a304bfd6bf04a57
Zhalgas Zhumagulov,Zhalgas Zhumagulov,Amir Albazi,0,1,http://www.ufcstats.com/fighter-details/55fa6ce3e522c8bb
Zhalgas Zhumagulov,Zhalgas Zhumagulov,Jerome Rivera,1,2,http://www.ufcstats.com/fighter-details/55fa6ce3e522c8bb
Zhalgas Zhumagulov,Zhalgas Zhumagulov,Manel Kape,0,3,http://www.ufcstats.com/fighter-details/55fa6ce3e522c8bb
Zhalgas Zhumagulov,Zhalgas Zhumagulov,Jeff Molina,0,4,http://www.ufcstats.com/fighter-details/55fa6ce3e522c8bb
Zhalgas Zhumagulov,Zhalgas Zhumagulov,Charles Johnson,0,5,http://www.ufcstats.com/fighter-details/55fa6ce3e522c8bb
Zhalgas Zhumagulov,Zhalgas Zhumagulov,Joshua Van,0,6,http://www.ufcstats.com/fighter-details/55fa6ce3e522c8bb
John Makdessi,John Makdessi,Ross Pearson,1,1,http://www.ufcstats.com/fighter-details/c21a036b4e012f1c
John Makdessi,John Makdessi,Jesus Pinedo,1,2,http://www.ufcstats.com/fighter-details/c21a036b4e012f1c
John Makdessi,John Makdessi,Francisco Trinaldo,0,3,http://www.ufcstats.com/fighter-details/c21a036b4e012f1c
John Makdessi,John Makdessi,Ignacio Bahamondes,1,4,http://www.ufcstats.com/fighter-details/c21a036b4e012f1c
John Makdessi,John Makdessi,Nasrat Haqparast,0,5,http://www.ufcstats.com/fighter-details/c21a036b4e012f1c
John Makdessi,John Makdessi,Jamie Mullarkey,0,6,http://www.ufcstats.com/fighter-details/c21a036b4e012f1c
Michael Johnson,Michael Johnson,Alan Patrick,1,1,http://www.ufcstats.com/fighter-details/511e82663651438d
Michael Johnson,Michael Johnson,Jamie Mullarkey,0,2,http://www.ufcstats.com/fighter-details/511e82663651438d
Michael Johnson,Michael Johnson,Marc Diakiese,1,3,http://www.ufcstats.com/fighter-details/511e82663651438d
Michael Johnson,Michael Johnson,Diego Ferreira,0,4,http://www.ufcstats.com/fighter-details/511e82663651438d
Michael Johnson,Michael Johnson,Darrius Flowers,1,5,http://www.ufcstats.com/fighter-details/511e82663651438d
Michael Johnson,Michael Johnson,Ottman Azaitar,1,6,http://www.ufcstats.com/fighter-details/511e82663651438d
Ricky Glenn,Ricky Glenn,Dennis Bermudez,1,1,http://www.ufcstats.com/fighter-details/814ff3018127e8fc
Ricky Glenn,Ricky Glenn,Kevin Aguilar,0,2,http://www.ufcstats.com/fighter-details/814ff3018127e8fc
Ricky Glenn,Ricky Glenn,Joaquim Silva,1,3,http://www.ufcstats.com/fighter-details/814ff3018127e8fc
Ricky Glenn,Ricky Glenn,Christos Giagos,0,4,http://www.ufcstats.com/fighter-details/814ff3018127e8fc
Ricky Glenn,Ricky Glenn,Drew Dober,0,5,http://www.ufcstats.com/fighter-details/814ff3018127e8fc
Ricky Glenn,Ricky Glenn,Song Kenan,0,6,http://www.ufcstats.com/fighter-details/814ff3018127e8fc
Rafael Alves,Rafael Alves,Alejandro Flores,1,1,http://www.ufcstats.com/fighter-details/029afd138865d20a
Rafael Alves,Rafael Alves,Damir Ismagulov,0,2,http://www.ufcstats.com/fighter-details/029afd138865d20a
Rafael Alves,Rafael Alves,Marc Diakiese,1,3,http://www.ufcstats.com/fighter-details/029afd138865d20a
Rafael Alves,Rafael Alves,Drew Dober,0,4,http://www.ufcstats.com/fighter-details/029afd138865d20a
Rafael Alves,Rafael Alves,Nurullo Aliev,0,5,http://www.ufcstats.com/fighter-details/029afd138865d20a
Kron Gracie,Kron Gracie,Alex Caceres,1,1,http://www.ufcstats.com/fighter-details/242d36d241b43c12
Kron Gracie,Kron Gracie,Cub Swanson,0,2,http://www.ufcstats.com/fighter-details/242d36d241b43c12
Kron Gracie,Kron Gracie,Charles Jourdain,0,3,http://www.ufcstats.com/fighter-details/242d36d241b43c12
Kron Gracie,Kron Gracie,Bryce Mitchell,0,4,http://www.ufcstats.com/fighter-details/242d36d241b43c12
Fernando Padilla,Fernando Padilla,Julian Erosa,1,1,http://www.ufcstats.com/fighter-details/d2f43cfaf8ca3560
Fernando Padilla,Fernando Padilla,Kyle Nelson,0,2,http://www.ufcstats.com/fighter-details/d2f43cfaf8ca3560
Fernando Padilla,Fernando Padilla,Luis Pajuelo,1,3,http://www.ufcstats.com/fighter-details/d2f43cfaf8ca3560
Fernando Padilla,Fernando Padilla,Sean Woodson,0,4,http://www.ufcstats.com/fighter-details/d2f43cfaf8ca3560
Alex Caceres,Alex Caceres,SeungWoo Choi,1,1,http://www.ufcstats.com/fighter-details/7aa3d6964eff4877
Alex Caceres,Alex Caceres,Sodiq Yusuff,0,2,http://www.ufcstats.com/fighter-details/7aa3d6964eff4877
Alex Caceres,Alex Caceres,Julian Erosa,1,3,http://www.ufcstats.com/fighter-details/7aa3d6964eff4877
Alex Caceres,Alex Caceres,Daniel Pineda,1,4,http://www.ufcstats.com/fighter-details/7aa3d6964eff4877
Alex Caceres,Alex Caceres,Giga Chikadze,0,5,http://www.ufcstats.com/fighter-details/7aa3d6964eff4877
Alex Caceres,Alex Caceres,Sean Woodson,0,6,http://www.ufcstats.com/fighter-details/7aa3d6964eff4877
Dennis Buzukja,Dennis Buzukja,Melsik Baghdasaryan,0,1,http://www.ufcstats.com/fighter-details/c4d039123e62f6a9
Dennis Buzukja,Dennis Buzukja,Kaleio Romero,1,2,http://www.ufcstats.com/fighter-details/c4d039123e62f6a9
Dennis Buzukja,Dennis Buzukja,Sean Woodson,0,3,http://www.ufcstats.com/fighter-details/c4d039123e62f6a9
Dennis Buzukja,Dennis Buzukja,Jamall Emmers,0,4,http://www.ufcstats.com/fighter-details/c4d039123e62f6a9
Dennis Buzukja,Dennis Buzukja,Connor Matthews,1,5,http://www.ufcstats.com/fighter-details/c4d039123e62f6a9
Dennis Buzukja,Dennis Buzukja,Francis Marshall,0,6,http://www.ufcstats.com/fighter-details/c4d039123e62f6a9
Collin Anglin,Collin Anglin,Muhammad Naimov,1,1,http://www.ufcstats.com/fighter-details/047a91d3d9c79b05
Collin Anglin,Collin Anglin,Melsik Baghdasaryan,0,2,http://www.ufcstats.com/fighter-details/047a91d3d9c79b05
Collin Anglin,Collin Anglin,Sean Woodson,0,3,http://www.ufcstats.com/fighter-details/047a91d3d9c79b05
Edson Barboza,Edson Barboza,Shane Burgos,1,1,http://www.ufcstats.com/fighter-details/64a50dad704d1d49
Edson Barboza,Edson Barboza,Giga Chikadze,0,2,http://www.ufcstats.com/fighter-details/64a50dad704d1d49
Edson Barboza,Edson Barboza,Bryce Mitchell,0,3,http://www.ufcstats.com/fighter-details/64a50dad704d1d49
Edson Barboza,Edson Barboza,Billy Quarantillo,1,4,http://www.ufcstats.com/fighter-details/64a50dad704d1d49
Edson Barboza,Edson Barboza,Sodiq Yusuff,1,5,http://www.ufcstats.com/fighter-details/64a50dad704d1d49
Edson Barboza,Edson Barboza,Lerone Murphy,0,6,http://www.ufcstats.com/fighter-details/64a50dad704d1d49
Josh Culibao,Josh Culibao,Shayilan Nuerdanbieke,1,1,http://www.ufcstats.com/fighter-details/6751eacd16bd59bc
Josh Culibao,Josh Culibao,SeungWoo Choi,1,2,http://www.ufcstats.com/fighter-details/6751eacd16bd59bc
Josh Culibao,Josh Culibao,Melsik Baghdasaryan,1,3,http://www.ufcstats.com/fighter-details/6751eacd16bd59bc
Josh Culibao,Josh Culibao,Lerone Murphy,0,4,http://www.ufcstats.com/fighter-details/6751eacd16bd59bc
Josh Culibao,Josh Culibao,Danny Silva,0,5,http://www.ufcstats.com/fighter-details/6751eacd16bd59bc
Josh Culibao,Josh Culibao,Ricardo Ramos,0,6,http://www.ufcstats.com/fighter-details/6751eacd16bd59bc
Makwan Amirkhani,Makwan Amirkhani,Edson Barboza,0,1,http://www.ufcstats.com/fighter-details/87a1dc546b1c5caf
Makwan Amirkhani,Makwan Amirkhani,Kamuela Kirk,0,2,http://www.ufcstats.com/fighter-details/87a1dc546b1c5caf
Makwan Amirkhani,Makwan Amirkhani,Lerone Murphy,0,3,http://www.ufcstats.com/fighter-details/87a1dc546b1c5caf
Makwan Amirkhani,Makwan Amirkhani,Mike Grundy,1,4,http://www.ufcstats.com/fighter-details/87a1dc546b1c5caf
Makwan Amirkhani,Makwan Amirkhani,Jonathan Pearce,0,5,http://www.ufcstats.com/fighter-details/87a1dc546b1c5caf
Makwan Amirkhani,Makwan Amirkhani,Jack Shore,0,6,http://www.ufcstats.com/fighter-details/87a1dc546b1c5caf
Douglas Silva de Andrade,Douglas Silva de Andrade,Lerone Murphy,0,1,http://www.ufcstats.com/fighter-details/3a314d9fa7c6825d
Douglas Silva de Andrade,Douglas Silva de Andrade,Gaetano Pirrello,1,2,http://www.ufcstats.com/fighter-details/3a314d9fa7c6825d
Douglas Silva de Andrade,Douglas Silva de Andrade,Sergey Morozov,1,3,http://www.ufcstats.com/fighter-details/3a314d9fa7c6825d
Douglas Silva de Andrade,Douglas Silva de Andrade,Said Nurmagomedov,0,4,http://www.ufcstats.com/fighter-details/3a314d9fa7c6825d
Douglas Silva de Andrade,Douglas Silva de Andrade,Cody Stamann,1,5,http://www.ufcstats.com/fighter-details/3a314d9fa7c6825d
Douglas Silva de Andrade,Douglas Silva de Andrade,Miles Johns,0,6,http://www.ufcstats.com/fighter-details/3a314d9fa7c6825d
Ray Borg,Ray Borg,Jussier Formiga,1,1,http://www.ufcstats.com/fighter-details/a4de54ea806fb525
Ray Borg,Ray Borg,Demetrious Johnson,0,2,http://www.ufcstats.com/fighter-details/a4de54ea806fb525
Ray Borg,Ray Borg,Casey Kenney,0,3,http://www.ufcstats.com/fighter-details/a4de54ea806fb525
Ray Borg,Ray Borg,Gabriel Silva,1,4,http://www.ufcstats.com/fighter-details/a4de54ea806fb525
Ray Borg,Ray Borg,Rogerio Bontorin,1,5,http://www.ufcstats.com/fighter-details/a4de54ea806fb525
Ray Borg,Ray Borg,Ricky Simon,0,6,http://www.ufcstats.com/fighter-details/a4de54ea806fb525
Wilson Reis,Wilson Reis,Yuta Sasaki,1,1,http://www.ufcstats.com/fighter-details/5aedf14771ca82d2
Wilson Reis,Wilson Reis,Demetrious Johnson,0,2,http://www.ufcstats.com/fighter-details/5aedf14771ca82d2
Wilson Reis,Wilson Reis,Henry Cejudo,0,3,http://www.ufcstats.com/fighter-details/5aedf14771ca82d2
Wilson Reis,Wilson Reis,John Moraga,0,4,http://www.ufcstats.com/fighter-details/5aedf14771ca82d2
Wilson Reis,Wilson Reis,Ben Nguyen,1,5,http://www.ufcstats.com/fighter-details/5aedf14771ca82d2
Wilson Reis,Wilson Reis,Alexandre Pantoja,0,6,http://www.ufcstats.com/fighter-details/5aedf14771ca82d2
Tim Elliott,Tim Elliott,Jordan Espinosa,1,1,http://www.ufcstats.com/fighter-details/c96d9178c9ed9e62
Tim Elliott,Tim Elliott,Matheus Nicolau,0,2,http://www.ufcstats.com/fighter-details/c96d9178c9ed9e62
Tim Elliott,Tim Elliott,Tagir Ulanbekov,1,3,http://www.ufcstats.com/fighter-details/c96d9178c9ed9e62
Tim Elliott,Tim Elliott,Victor Altamirano,1,4,http://www.ufcstats.com/fighter-details/c96d9178c9ed9e62
Tim Elliott,Tim Elliott,Muhammad Mokaev,0,5,http://www.ufcstats.com/fighter-details/c96d9178c9ed9e62
Tim Elliott,Tim Elliott,Sumudaerji,1,6,http://www.ufcstats.com/fighter-details/c96d9178c9ed9e62
John Dodson,John Dodson,Marlon Moraes,0,1,http://www.ufcstats.com/fighter-details/99506df1af6c8b3b
John Dodson,John Dodson,Pedro Munhoz,1,2,http://www.ufcstats.com/fighter-details/99506df1af6c8b3b
John Dodson,John Dodson,Jimmie Rivera,0,3,http://www.ufcstats.com/fighter-details/99506df1af6c8b3b
John Dodson,John Dodson,Petr Yan,0,4,http://www.ufcstats.com/fighter-details/99506df1af6c8b3b
John Dodson,John Dodson,Nathaniel Wood,1,5,http://www.ufcstats.com/fighter-details/99506df1af6c8b3b
John Dodson,John Dodson,Merab Dvalishvili,0,6,http://www.ufcstats.com/fighter-details/99506df1af6c8b3b
Brian Kelleher,Brian Kelleher,Domingo Pilarte,1,1,http://www.ufcstats.com/fighter-details/7be14eaed4c74856
Brian Kelleher,Brian Kelleher,Kevin Croom,1,2,http://www.ufcstats.com/fighter-details/7be14eaed4c74856
Brian Kelleher,Brian Kelleher,Umar Nurmagomedov,0,3,http://www.ufcstats.com/fighter-details/7be14eaed4c74856
Brian Kelleher,Brian Kelleher,Mario Bautista,0,4,http://www.ufcstats.com/fighter-details/7be14eaed4c74856
Brian Kelleher,Brian Kelleher,Cody Garbrandt,0,5,http://www.ufcstats.com/fighter-details/7be14eaed4c74856
Brian Kelleher,Brian Kelleher,Cody Gibson,0,6,http://www.ufcstats.com/fighter-details/7be14eaed4c74856
Trevin Jones,Trevin Jones,Mario Bautista,1,1,http://www.ufcstats.com/fighter-details/ec23c1be628d8057
Trevin Jones,Trevin Jones,Saidyokub Kakhramonov,0,2,http://www.ufcstats.com/fighter-details/ec23c1be628d8057
Trevin Jones,Trevin Jones,Javid Basharat,0,3,http://www.ufcstats.com/fighter-details/ec23c1be628d8057
Trevin Jones,Trevin Jones,Raoni Barcelos,0,4,http://www.ufcstats.com/fighter-details/ec23c1be628d8057
Trevin Jones,Trevin Jones,Cody Garbrandt,0,5,http://www.ufcstats.com/fighter-details/ec23c1be628d8057
Kai Kara-France,Kai Kara-France,Rogerio Bontorin,1,1,http://www.ufcstats.com/fighter-details/853eb0dd5c0e2149
Kai Kara-France,Kai Kara-France,Cody Garbrandt,1,2,http://www.ufcstats.com/fighter-details/853eb0dd5c0e2149
Kai Kara-France,Kai Kara-France,Askar Askarov,1,3,http://www.ufcstats.com/fighter-details/853eb0dd5c0e2149
Kai Kara-France,Kai Kara-France,Brandon Moreno,0,4,http://www.ufcstats.com/fighter-details/853eb0dd5c0e2149
Kai Kara-France,Kai Kara-France,Amir Albazi,0,5,http://www.ufcstats.com/fighter-details/853eb0dd5c0e2149
Kai Kara-France,Kai Kara-France,Steve Erceg,1,6,http://www.ufcstats.com/fighter-details/853eb0dd5c0e2149
Raphael Assuncao,Raphael Assuncao,Marlon Moraes,0,1,http://www.ufcstats.com/fighter-details/2f13e4020cea5b38
Raphael Assuncao,Raphael Assuncao,Cory Sandhagen,0,2,http://www.ufcstats.com/fighter-details/2f13e4020cea5b38
Raphael Assuncao,Raphael Assuncao,Cody Garbrandt,0,3,http://www.ufcstats.com/fighter-details/2f13e4020cea5b38
Raphael Assuncao,Raphael Assuncao,Ricky Simon,0,4,http://www.ufcstats.com/fighter-details/2f13e4020cea5b38
Raphael Assuncao,Raphael Assuncao,Victor Henry,1,5,http://www.ufcstats.com/fighter-details/2f13e4020cea5b38
Raphael Assuncao,Raphael Assuncao,Davey Grant,0,6,http://www.ufcstats.com/fighter-details/2f13e4020cea5b38
Jeff Molina,Jeff Molina,Jacob Silva,1,1,http://www.ufcstats.com/fighter-details/008ea710276c9606
Jeff Molina,Jeff Molina,Aoriqileng,1,2,http://www.ufcstats.com/fighter-details/008ea710276c9606
Jeff Molina,Jeff Molina,Daniel Lacerda,1,3,http://www.ufcstats.com/fighter-details/008ea710276c9606
Jeff Molina,Jeff Molina,Zhalgas Zhumagulov,1,4,http://www.ufcstats.com/fighter-details/008ea710276c9606
Jerome Rivera,Jerome Rivera,Ronaldo Rodriguez,1,1,http://www.ufcstats.com/fighter-details/c9587d81e1d33925
Jerome Rivera,Jerome Rivera,Tyson Nam,0,2,http://www.ufcstats.com/fighter-details/c9587d81e1d33925
Jerome Rivera,Jerome Rivera,Francisco Figueiredo,0,3,http://www.ufcstats.com/fighter-details/c9587d81e1d33925
Jerome Rivera,Jerome Rivera,Ode Osbourne,0,4,http://www.ufcstats.com/fighter-details/c9587d81e1d33925
Jerome Rivera,Jerome Rivera,Zhalgas Zhumagulov,0,5,http://www.ufcstats.com/fighter-details/c9587d81e1d33925
Amir Albazi,Amir Albazi,Malcolm Gordon,1,1,http://www.ufcstats.com/fighter-details/6d35bf94f7d30241
